Region,Market,Chart,Name,Unit,Source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Worldwide,Digital Fitness & Well-Being,Brand Shares (BETA),Apple,percent,Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Brand Shares (BETA),Fossil,percent,Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Brand Shares (BETA),Fitbit,percent,Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Users ,Total,users,Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"199,005,384.87","283,959,957.267","402,284,518.098","598,044,869.172","738,756,856.45","869,250,737.794","1,019,314,380.434","1,155,348,211.608","1,267,379,378.083","1,354,827,106.87","1,418,346,783.491","1,467,449,687.65","1,502,586,357.617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Users ,Health & wellness coaching,users,Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"295,363,110.631","422,068,136.333","593,430,458.288","921,913,505.106","1,084,170,150.079","1,228,174,715.515","1,376,316,028.193","1,483,950,340.084","1,567,791,528.461","1,638,988,270.27","1,693,425,910.701","1,741,706,719.278","1,779,204,377.757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Users ,Fitness Trackers,users,Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101,225,176.054","138,231,677.081","195,815,121.748","262,972,096.621","369,851,442.231","475,626,583.287","607,169,628.101","745,031,191.612","861,706,998.848","948,264,543.497","1,009,346,517.759","1,052,306,699.984","1,081,035,288.932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Penetration Rate ,Total,percent,Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.039,0.054,0.08,0.098,0.114,0.133,0.149,0.162,0.172,0.179,0.183,0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Penetration Rate ,Health & wellness coaching,percent,Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.041,0.057,0.088,0.102,0.115,0.128,0.137,0.144,0.149,0.153,0.156,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Penetration Rate ,Fitness Trackers,percent,Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.019,0.026,0.035,0.049,0.062,0.079,0.096,0.11,0.12,0.127,0.132,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Australia,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"168,464,227.924","215,222,035.497","303,283,810.736","386,056,929.821","485,177,427.787","575,159,427.184","675,802,974.83","781,864,969.541","865,919,718.776","932,260,159.652","982,001,175.958","1,019,633,273.986","1,046,237,073.675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Canada,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"225,922,910.003","291,659,572.464","424,297,187.38","541,594,814.935","668,458,616.313","801,543,427.512","922,234,843.468","1,070,509,106.919","1,191,115,445.082","1,290,554,710.657","1,368,042,402.182","1,430,755,389.139","1,478,591,086.051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,United States,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,032,305,508.703","4,072,705,429.341","5,567,544,671.889","7,178,706,698.473","8,928,937,110.298","10,720,438,596.735","12,742,125,791.345","14,818,294,985.321","16,507,547,137.128","17,861,021,353.064","18,878,455,534.017","19,650,002,472.533","20,202,060,156.421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Saudi Arabia,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77,801,752.559","107,223,672.336","148,047,264.607","188,078,639.371","229,228,600.446","274,390,848.028","324,122,925.381","376,525,236.361","419,409,894.918","455,572,998.694","484,351,598.471","507,737,899.627","526,455,170.651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Israel,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,498,230.048","60,671,476.14","91,209,103.642","124,137,233.086","152,203,649.565","180,420,078.135","208,756,580.456","240,205,392.039","267,616,667.783","291,455,654.217","311,055,801.105","327,506,472.122","341,127,985.723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,South Africa,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,377,428.704","103,495,296.582","137,919,898.036","179,491,218.216","230,634,198.483","281,991,304.695","337,532,312.81","387,064,323.788","423,233,441.142","452,914,519.044","475,686,722.186","495,236,246.137","509,514,918.834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Turkey,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"93,289,053.64","125,649,595.377","181,206,936.573","264,713,251.689","371,284,656.243","503,782,028.808","663,023,392.334","803,113,223.823","915,483,085.732","1,006,335,663.421","1,076,862,730.906","1,133,973,571.873","1,173,100,985.57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Argentina,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,038,061.188","91,490,808.473","135,980,480.277","198,961,016.07","264,974,153.39","337,685,807.404","414,634,805.432","480,496,647.937","532,394,802.328","573,581,377.053","604,084,563.506","628,139,026.79","644,801,098.074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Brazil,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"283,519,072.707","372,110,750.596","503,812,613.359","613,831,914.028","732,105,351.798","865,609,744.45","1,012,642,767.399","1,185,710,491.908","1,320,955,899.215","1,432,631,565.191","1,520,460,716.175","1,591,884,659.565","1,648,132,597.628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Mexico,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"163,311,309.511","229,067,218.11","329,701,903.933","427,123,027.189","556,211,602.934","684,212,838.199","853,600,689.276","1,006,848,363.047","1,134,457,483.027","1,238,425,300.446","1,318,286,890.53","1,379,760,928.234","1,425,209,954.786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,China,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,739,375,742.1","3,313,661,693.51","4,004,313,166.891","4,931,667,884.536","6,130,525,122.749","7,129,348,529.43","8,765,749,904.581","10,300,551,876.328","11,561,085,576.151","12,568,169,458.091","13,320,673,009.018","13,926,742,284.549","14,379,227,881.199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,India,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"517,201,485.94","704,313,975.664","1,042,844,067.784","1,484,029,303.092","1,870,980,310.932","2,261,240,332.445","2,853,000,393.092","3,502,265,013.345","4,123,072,272.103","4,765,272,380.175","5,392,743,248.476","6,036,227,433.096","6,702,524,584.266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Indonesia,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"141,986,302.152","192,156,296.462","272,633,319.876","329,046,270.767","405,499,907.006","482,142,075.204","558,705,555.811","660,070,229.176","743,354,788.029","818,056,970.225","882,982,671.025","941,134,766.514","992,441,791.677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Japan,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"681,389,164.452","857,394,287.729","1,127,245,085.778","1,280,661,691.653","1,461,410,764.5","1,576,057,471.049","1,703,199,498.466","1,973,019,140.562","2,156,091,310.738","2,311,142,550.449","2,433,000,747.932","2,552,285,480.585","2,656,976,661.214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Malaysia,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,773,946.468","69,300,481.391","95,711,852.386","121,702,611.757","153,647,262.89","184,026,143.968","221,924,661.247","262,588,560.256","297,806,020.594","328,821,835.826","355,552,274.639","378,650,655.989","398,485,095.343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Philippines,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"68,615,059.06","90,488,219.073","128,356,648.418","165,056,927.38","209,951,835.371","250,888,640.024","303,916,918.368","365,878,169.961","416,596,719.511","460,954,557.378","499,160,848.267","531,628,321.064","558,997,001.394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Singapore,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,651,125.174","46,247,961.041","64,924,213.468","86,577,299.861","104,841,838.971","120,842,377.091","144,215,512.249","166,059,288.542","185,364,192.598","202,391,762.126","216,066,973.563","227,248,029.88","236,748,504.415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,South Korea,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"213,030,459.441","272,076,885.626","355,803,283.096","409,867,248.354","493,036,963.885","537,298,156.323","610,494,009.401","702,534,084.174","771,962,488.413","830,116,226.931","876,068,171.519","913,260,447.976","942,751,012.437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Thailand,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83,952,216.631","112,802,483.543","154,698,467.334","194,875,051.377","244,018,039.404","296,823,823.667","353,530,483.906","411,386,267.008","456,159,184.474","495,110,205.686","526,730,722.921","554,450,510.928","576,017,414.63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Vietnam,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43,397,566.209","58,507,884.168","83,005,869.795","108,084,518.341","149,292,225.474","193,817,337.336","243,174,124.095","289,790,724.478","325,607,505.815","355,064,730.552","378,511,330.741","401,720,582.17","417,402,888.499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Austria,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,311,593.565","78,255,972.014","102,386,078.905","126,086,281.798","159,004,167.963","179,705,017.349","217,062,650.587","254,355,063.549","284,360,345.373","308,468,476.546","326,539,856.6","340,080,105.788","350,001,118.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Belgium,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,711,329.924","94,223,078.136","126,189,567.698","165,566,318.22","202,314,780.373","228,482,242.283","273,142,744.195","316,093,507.358","350,966,884.286","378,479,752.96","398,383,454.358","412,988,114.647","423,405,577.024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Bulgaria,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,928,461.997","13,407,465.866","19,949,004.487","28,397,825.411","36,269,899.087","42,160,724.138","51,480,446.276","60,338,055.78","67,971,205.639","74,177,809.979","78,895,568.806","82,416,906.703","85,067,923.104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Croatia,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,104,720.718","9,674,864.654","14,396,659.695","20,767,820.253","28,534,660.079","36,073,305.575","46,013,009.931","54,610,615.262","61,513,166.248","67,506,084.912","72,052,770.272","75,332,349.428","77,606,100.792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Czechia,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,877,646.825","34,926,475.485","50,350,582.081","65,474,120.651","83,831,296.912","100,984,810.651","123,679,222.73","145,547,059.278","163,958,393.123","179,189,341.557","190,893,590.785","199,938,624.225","206,692,488.489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Denmark,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,137,545.498","50,423,748.092","77,333,327.056","110,384,588.388","134,283,159.91","153,589,153.993","182,131,167.138","211,783,774.64","236,967,797.363","257,514,689.552","273,020,620.901","285,345,981.741","294,995,561.725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Estonia,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,091,810.33","4,148,965.001","6,412,381.073","8,565,846.939","11,758,980.818","14,712,281.94","18,234,123.265","21,547,607.74","24,299,418.768","26,733,708.637","28,693,532.646","30,202,226.633","31,329,277.321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Finland,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,584,529.157","49,820,917.405","67,914,626.106","93,221,346.459","111,951,467.195","122,678,181.108","146,371,618.568","170,250,468.093","190,391,178.81","206,962,936.311","219,504,344.737","229,317,625.984","236,938,708.907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,France,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"366,210,248.999","469,764,985.761","649,068,120.903","792,271,068.853","994,737,441.228","1,126,728,008.718","1,301,288,851.967","1,481,902,540.525","1,624,778,853.514","1,738,629,444.941","1,822,328,793.164","1,882,603,687.502","1,924,795,757.766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Germany,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"447,537,361.191","608,758,663.259","846,061,853.479","1,090,822,677.44","1,333,444,280.652","1,520,764,188.6","1,787,339,062.606","2,066,760,031.539","2,289,282,740.904","2,468,554,978.724","2,603,077,839.222","2,702,571,349.218","2,767,937,574.728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Greece,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31,082,408.808","41,270,247.072","59,406,011.075","82,013,887.5","111,999,798.323","140,671,287.099","180,119,606.859","215,701,689.779","244,834,843.364","265,009,394.417","278,965,956.634","288,391,083.048","293,382,692.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Hungary,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,454,276.1","26,359,069.182","35,614,374.981","44,279,642.447","58,594,214.204","68,839,075.951","86,619,005.8","103,546,562.353","116,749,240.557","126,678,500.028","134,682,749.397","140,392,805.272","144,275,217.304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Ireland,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,202,527.459","37,687,290.947","58,826,599.696","92,897,455.87","112,077,646.274","133,571,657.567","169,682,325.976","204,861,692.742","236,598,316.941","264,436,801.905","288,152,435.075","308,250,640.49","326,054,005.811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Italy,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"263,993,018.913","375,834,332.086","508,410,633.48","621,325,100.152","766,618,326.947","874,823,445.866","1,015,778,526.172","1,158,581,967.964","1,271,824,227.392","1,361,920,440.273","1,428,135,836.306","1,475,924,626.276","1,509,667,557.155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Latvia,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,893,867.758","6,033,707.163","9,421,331.953","13,782,865.317","18,442,113.915","22,486,161.55","28,384,062.99","33,914,270.888","38,552,979.589","41,816,018.037","44,716,834.613","46,848,657.947","48,409,264.838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Lithuania,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,673,339.95","8,452,469.381","14,791,174.889","21,594,032.457","29,554,920.258","35,995,093.522","44,852,177.322","53,618,020.197","61,206,927.865","67,360,235.986","72,167,786.371","75,746,534.756","78,426,764.013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Netherlands,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"89,113,729.953","123,894,036.935","168,076,531.926","212,372,015.3","262,951,624.344","305,905,012.724","364,955,641.053","424,643,975.334","473,116,412.56","511,215,279.624","539,301,646.158","559,545,265.79","573,745,443.79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Worldwide,Digital Fitness & Well-Being,Revenue Comparison,Norway,USD (US$),Statista Market Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,011,393.594","62,953,256.634","85,001,784.517","113,793,633.648","140,276,957.234","154,188,688.637","171,998,566.555","192,214,323.81","209,056,866.715","222,362,344.296","232,915,000.239","241,789,138.586","248,963,893.791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
